name	display_name	description
csabaeus_homolog_chromosome	Vervet-AGM chromosome/scaffold name	
csabaeus_homolog_chrom_start	Vervet-AGM chromosome/scaffold start (bp)	
csabaeus_homolog_chrom_end	Vervet-AGM chromosome/scaffold end (bp)	
csabaeus_homolog_canonical_transcript_protein	Query protein or transcript ID	
csabaeus_homolog_subtype	Last common ancestor with Vervet-AGM	
csabaeus_homolog_orthology_type	Vervet-AGM homology type	
csabaeus_homolog_perc_id	%id. target Vervet-AGM gene identical to query gene	
csabaeus_homolog_perc_id_r1	%id. query gene identical to target Vervet-AGM gene	
csabaeus_homolog_goc_score	Vervet-AGM Gene-order conservation score	
csabaeus_homolog_wga_coverage	Vervet-AGM Whole-genome alignment coverage	
csabaeus_homolog_orthology_confidence	Vervet-AGM orthology confidence [0 low, 1 high]	
neugenii_homolog_ensembl_gene	Wallaby gene stable ID	
neugenii_homolog_associated_gene_name	Wallaby gene name	
neugenii_homolog_ensembl_peptide	Wallaby protein or transcript stable ID	
neugenii_homolog_chromosome	Wallaby chromosome/scaffold name	
neugenii_homolog_chrom_start	Wallaby chromosome/scaffold start (bp)	
neugenii_homolog_chrom_end	Wallaby chromosome/scaffold end (bp)	
neugenii_homolog_canonical_transcript_protein	Query protein or transcript ID	
neugenii_homolog_subtype	Last common ancestor with Wallaby	
neugenii_homolog_orthology_type	Wallaby homology type	
neugenii_homolog_perc_id	%id. target Wallaby gene identical to query gene	
neugenii_homolog_perc_id_r1	%id. query gene identical to target Wallaby gene	
neugenii_homolog_goc_score	Wallaby Gene-order conservation score	
neugenii_homolog_wga_coverage	Wallaby Whole-genome alignment coverage	
neugenii_homolog_orthology_confidence	Wallaby orthology confidence [0 low, 1 high]	
cjacchus_homolog_ensembl_gene	White-tufted-ear marmoset gene stable ID	
cjacchus_homolog_associated_gene_name	White-tufted-ear marmoset gene name	
cjacchus_homolog_ensembl_peptide	White-tufted-ear marmoset protein or transcript stable ID	
cjacchus_homolog_chromosome	White-tufted-ear marmoset chromosome/scaffold name	
cjacchus_homolog_chrom_start	White-tufted-ear marmoset chromosome/scaffold start (bp)	
cjacchus_homolog_chrom_end	White-tufted-ear marmoset chromosome/scaffold end (bp)	
cjacchus_homolog_canonical_transcript_protein	Query protein or transcript ID	
cjacchus_homolog_subtype	Last common ancestor with White-tufted-ear marmoset	
cjacchus_homolog_orthology_type	White-tufted-ear marmoset homology type	
cjacchus_homolog_perc_id	%id. target White-tufted-ear marmoset gene identical to query gene	
cjacchus_homolog_perc_id_r1	%id. query gene identical to target White-tufted-ear marmoset gene	
cjacchus_homolog_goc_score	White-tufted-ear marmoset Gene-order conservation score	
cjacchus_homolog_wga_coverage	White-tufted-ear marmoset Whole-genome alignment coverage	
cjacchus_homolog_orthology_confidence	White-tufted-ear marmoset orthology confidence [0 low, 1 high]	
bmutus_homolog_ensembl_gene	Wild yak gene stable ID	
bmutus_homolog_associated_gene_name	Wild yak gene name	
bmutus_homolog_ensembl_peptide	Wild yak protein or transcript stable ID	
bmutus_homolog_chromosome	Wild yak chromosome/scaffold name	
bmutus_homolog_chrom_start	Wild yak chromosome/scaffold start (bp)	
bmutus_homolog_chrom_end	Wild yak chromosome/scaffold end (bp)	
bmutus_homolog_canonical_transcript_protein	Query protein or transcript ID	
bmutus_homolog_subtype	Last common ancestor with Wild yak	
bmutus_homolog_orthology_type	Wild yak homology type	
bmutus_homolog_perc_id	%id. target Wild yak gene identical to query gene	
bmutus_homolog_perc_id_r1	%id. query gene identical to target Wild yak gene	
bmutus_homolog_goc_score	Wild yak Gene-order conservation score	
bmutus_homolog_wga_coverage	Wild yak Whole-genome alignment coverage	
bmutus_homolog_orthology_confidence	Wild yak orthology confidence [0 low, 1 high]	
chyarkandensis_homolog_ensembl_gene	Yarkand deer gene stable ID	
chyarkandensis_homolog_associated_gene_name	Yarkand deer gene name	
chyarkandensis_homolog_ensembl_peptide	Yarkand deer protein or transcript stable ID	
chyarkandensis_homolog_chromosome	Yarkand deer chromosome/scaffold name	
chyarkandensis_homolog_chrom_start	Yarkand deer chromosome/scaffold start (bp)	
chyarkandensis_homolog_chrom_end	Yarkand deer chromosome/scaffold end (bp)	
chyarkandensis_homolog_canonical_transcript_protein	Query protein or transcript ID	
chyarkandensis_homolog_subtype	Last common ancestor with Yarkand deer	
chyarkandensis_homolog_orthology_type	Yarkand deer homology type	
chyarkandensis_homolog_perc_id	%id. target Yarkand deer gene identical to query gene	
chyarkandensis_homolog_perc_id_r1	%id. query gene identical to target Yarkand deer gene	
chyarkandensis_homolog_goc_score	Yarkand deer Gene-order conservation score	
chyarkandensis_homolog_wga_coverage	Yarkand deer Whole-genome alignment coverage	
chyarkandensis_homolog_orthology_confidence	Yarkand deer orthology confidence [0 low, 1 high]	
sldorsalis_homolog_ensembl_gene	Yellowtail amberjack gene stable ID	
sldorsalis_homolog_associated_gene_name	Yellowtail amberjack gene name	
sldorsalis_homolog_ensembl_peptide	Yellowtail amberjack protein or transcript stable ID	
sldorsalis_homolog_chromosome	Yellowtail amberjack chromosome/scaffold name	
sldorsalis_homolog_chrom_start	Yellowtail amberjack chromosome/scaffold start (bp)	
sldorsalis_homolog_chrom_end	Yellowtail amberjack chromosome/scaffold end (bp)	
sldorsalis_homolog_canonical_transcript_protein	Query protein or transcript ID	
sldorsalis_homolog_subtype	Last common ancestor with Yellowtail amberjack	
sldorsalis_homolog_orthology_type	Yellowtail amberjack homology type	
sldorsalis_homolog_perc_id	%id. target Yellowtail amberjack gene identical to query gene	
sldorsalis_homolog_perc_id_r1	%id. query gene identical to target Yellowtail amberjack gene	
sldorsalis_homolog_goc_score	Yellowtail amberjack Gene-order conservation score	
sldorsalis_homolog_wga_coverage	Yellowtail amberjack Whole-genome alignment coverage	
sldorsalis_homolog_orthology_confidence	Yellowtail amberjack orthology confidence [0 low, 1 high]	
tguttata_homolog_ensembl_gene	Zebra finch gene stable ID	
tguttata_homolog_associated_gene_name	Zebra finch gene name	
tguttata_homolog_ensembl_peptide	Zebra finch protein or transcript stable ID	
tguttata_homolog_chromosome	Zebra finch chromosome/scaffold name	
tguttata_homolog_chrom_start	Zebra finch chromosome/scaffold start (bp)	
tguttata_homolog_chrom_end	Zebra finch chromosome/scaffold end (bp)	
tguttata_homolog_canonical_transcript_protein	Query protein or transcript ID	
tguttata_homolog_subtype	Last common ancestor with Zebra finch	
tguttata_homolog_orthology_type	Zebra finch homology type	
tguttata_homolog_perc_id	%id. target Zebra finch gene identical to query gene	
tguttata_homolog_perc_id_r1	%id. query gene identical to target Zebra finch gene	
tguttata_homolog_goc_score	Zebra finch Gene-order conservation score	
tguttata_homolog_wga_coverage	Zebra finch Whole-genome alignment coverage	
tguttata_homolog_orthology_confidence	Zebra finch orthology confidence [0 low, 1 high]	
mzebra_homolog_ensembl_gene	Zebra mbuna gene stable ID	
mzebra_homolog_associated_gene_name	Zebra mbuna gene name	
mzebra_homolog_ensembl_peptide	Zebra mbuna protein or transcript stable ID	
mzebra_homolog_chromosome	Zebra mbuna chromosome/scaffold name	
mzebra_homolog_chrom_start	Zebra mbuna chromosome/scaffold start (bp)	
mzebra_homolog_chrom_end	Zebra mbuna chromosome/scaffold end (bp)	
mzebra_homolog_canonical_transcript_protein	Query protein or transcript ID	
mzebra_homolog_subtype	Last common ancestor with Zebra mbuna	
mzebra_homolog_orthology_type	Zebra mbuna homology type	
mzebra_homolog_perc_id	%id. target Zebra mbuna gene identical to query gene	
mzebra_homolog_perc_id_r1	%id. query gene identical to target Zebra mbuna gene	
mzebra_homolog_goc_score	Zebra mbuna Gene-order conservation score	
mzebra_homolog_wga_coverage	Zebra mbuna Whole-genome alignment coverage	
mzebra_homolog_orthology_confidence	Zebra mbuna orthology confidence [0 low, 1 high]	
drerio_homolog_ensembl_gene	Zebrafish gene stable ID	
drerio_homolog_associated_gene_name	Zebrafish gene name	
drerio_homolog_ensembl_peptide	Zebrafish protein or transcript stable ID	
drerio_homolog_chromosome	Zebrafish chromosome/scaffold name	
drerio_homolog_chrom_start	Zebrafish chromosome/scaffold start (bp)	
drerio_homolog_chrom_end	Zebrafish chromosome/scaffold end (bp)	
drerio_homolog_canonical_transcript_protein	Query protein or transcript ID	
drerio_homolog_subtype	Last common ancestor with Zebrafish	
drerio_homolog_orthology_type	Zebrafish homology type	
drerio_homolog_perc_id	%id. target Zebrafish gene identical to query gene	
drerio_homolog_perc_id_r1	%id. query gene identical to target Zebrafish gene	
drerio_homolog_goc_score	Zebrafish Gene-order conservation score	
drerio_homolog_wga_coverage	Zebrafish Whole-genome alignment coverage	
drerio_homolog_orthology_confidence	Zebrafish orthology confidence [0 low, 1 high]	
marmatus_homolog_ensembl_gene	Zig-zag eel gene stable ID	
marmatus_homolog_associated_gene_name	Zig-zag eel gene name	
marmatus_homolog_ensembl_peptide	Zig-zag eel protein or transcript stable ID	
marmatus_homolog_chromosome	Zig-zag eel chromosome/scaffold name	
marmatus_homolog_chrom_start	Zig-zag eel chromosome/scaffold start (bp)	
marmatus_homolog_chrom_end	Zig-zag eel chromosome/scaffold end (bp)	
marmatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
marmatus_homolog_subtype	Last common ancestor with Zig-zag eel	
marmatus_homolog_orthology_type	Zig-zag eel homology type	
marmatus_homolog_perc_id	%id. target Zig-zag eel gene identical to query gene	
marmatus_homolog_perc_id_r1	%id. query gene identical to target Zig-zag eel gene	
marmatus_homolog_goc_score	Zig-zag eel Gene-order conservation score	
marmatus_homolog_orthology_confidence	Zig-zag eel orthology confidence [0 low, 1 high]	
hsapiens_paralog_ensembl_gene	Human paralogue gene stable ID	
hsapiens_paralog_associated_gene_name	Human paralogue associated gene name	
hsapiens_paralog_ensembl_peptide	Human paralogue protein or transcript ID	
hsapiens_paralog_chromosome	Human paralogue chromosome/scaffold name	
hsapiens_paralog_chrom_start	Human paralogue chromosome/scaffold start (bp)	
hsapiens_paralog_chrom_end	Human paralogue chromosome/scaffold end (bp)	
hsapiens_paralog_canonical_transcript_protein	Paralogue query protein or transcript ID	
hsapiens_paralog_subtype	Paralogue last common ancestor with Human	
hsapiens_paralog_orthology_type	Human paralogue homology type	
hsapiens_paralog_perc_id	Paralogue %id. target Human gene identical to query gene	
hsapiens_paralog_perc_id_r1	Paralogue %id. query gene identical to target Human gene	
snp_ensembl_gene_id		
snp_gene_stable_id_version		
snp_gene_version		
snp_ensembl_transcript_id		
snp_transcript_stable_id_version		
snp_transcript_version		
snp_ensembl_peptide_id		
snp_translation_stable_id_version		
snp_peptide_version		
sequence_canonical_transcript_id		
snp_chromosome_name		
snp_start_position		
snp_end_position		
snp_strand		
snp_band		
snp_external_gene_name		
snp_external_gene_source		
snp_ensembl_CDS_length		
snp_ensembl_cDNA_length		
snp_ensembl_peptide_length		
snp_transcript_count		
snp_percentage_gc_content		
snp_description		
variation_name	Variant name	
germ_line_variation_source	Variant source	
source_description	Variant source description	
allele	Variant alleles	Snp Allele
validated	Variant supporting evidence	
mapweight	Mapweight	
minor_allele	Minor allele	
minor_allele_freq	Minor allele frequency	
minor_allele_count	Minor allele count	
clinical_significance	Clinical significance	
transcript_location	Transcript location (bp)	Start of Variant on Transcript in Chromosomal Coordinates
snp_chromosome_strand	Variant chromosome Strand	Orientation of the SNP on the Transcript
peptide_location	Protein location (aa)	Location of the SNP in the peptide
chromosome_start	chromosome/scaffold position start (bp)	Start of the Variant on the chromosome/scaffold in Chromosomal Coordinates
chromosome_end	Chromosome/scaffold position end (bp)	End of the Variant on the chromosome/scaffold in Chromosomal Coordinates
polyphen_prediction_2076	PolyPhen prediction	
polyphen_score_2076	PolyPhen score	
sift_prediction_2076	SIFT prediction	
sift_score_2076	SIFT score	
distance_to_transcript_2076	Distance to transcript	
cds_start_2076	CDS start	
cds_end_2076	CDS end	
peptide_shift	Protein allele	
synonymous_status	Variant consequence	
allele_string_2076	Consequence specific allele	
snp_som_ensembl_gene_id		
snp_som_gene_stable_id_version		
snp_som_gene_version		
snp_som_ensembl_transcript_id		
snp_som_transcript_stable_id_version		
snp_som_transcript_version		
snp_som_ensembl_peptide_id		
snp_som_translation_stable_id_version		
snp_som_peptide_version		
sequence_som_canonical_transcript_id		
snp_som_chromosome_name		
snp_som_start_position		
snp_som_end_position		
snp_som_strand		
snp_som_band		
snp_som_external_gene_name		
snp_som_external_gene_source		
snp_som_ensembl_CDS_length		
snp_som_ensembl_cDNA_length		
snp_som_ensembl_peptide_length		
snp_som_transcript_count		
snp_som_percentage_gc_content		
snp_som_description		
somatic_variation_name	Variant name	
somatic_source_name	Variant source	
somatic_source_description	Variant source description	
somatic_allele	Variant alleles	Snp Allele
somatic_validated	Variant supporting evidence	
somatic_mapweight	Mapweight	
somatic_transcript_location	Transcript location (bp)	Start of Variant on Transcript in Chromosomal Coordinates
somatic_snp_chromosome_strand	Variant chromosome/scaffold strand	Orientation of the Variant on the Transcript
somatic_peptide_location	Protein location (aa)	Location of the Variant in the peptide
somatic_chromosome_start	Chromosome/scaffold position start (bp)	Start of the Variant on the chromosome/scaffold in Chromosomal Coordinates
somatic_chromosome_end	Chromosome/scaffold position end (bp)	End of the Variant on the chromosome/scaffold in Chromosomal Coordinates
mart_transcript_variation_som__dm_distance_to_transcript_2076	Distance to transcript	
somatic_cds_start_2076	CDS start	
somatic_cds_end_2076	CDS end	
somatic_synonymous_status	Variant consequence	
mart_transcript_variation_som__dm_allele_string_2076	Consequence specific allele	
seq_edits	seq_edits	
rna_seq_edits	rna_seq_edits	
codon_table_id	codon_table_id	
end_exon_id	End exon id	
start_exon_id	Start exon id	
exon_id	exon_id	
coding_end_offset	Coding end offset	
coding_start_offset	Coding start offset	
go	Dbprimary acc	
transcript_id_key		
structure_gene_id		
structure_transcript_id		
structure_rank		
transcript_exon_intron		
gene_exon_intron		
transcript_flank		
gene_flank		
coding_transcript_flank		
coding_gene_flank		
5utr		
3utr	3 UTR only	
gene_exon		
cdna		
coding		
peptide		
upstream_flank		
downstream_flank		
sequence_gene_stable_id		
sequence_gene_stable_id_version		
sequence_description		
sequence_external_gene_name		
sequence_external_source_name		
sequence_str_chrom_name		
sequence_gene_chrom_start		
sequence_gene_chrom_end		
sequence_gene_biotype		
sequence_gene_version		
sequence_family		
sequence_upi		
sequence_uniprot_swissprot_accession		
sequence_uniprot_sptrembl		
sequence_uniprot_sptrembl_predicted		
sequence_transcript_stable_id		
sequence_transcript_stable_id_version		
sequence_translation_stable_id		
sequence_translation_stable_id_version		
sequence_biotype		
sequence_transcript_biotype		
sequence_transcript_version		
sequence_peptide_version		
